Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
The Mystery Rooms - Melbourne,http://www.themysteryrooms.com.au,,Entertainment,11-50 employees,"Melbourne, Victoria",Privately Held,2016,"303 Napier Street, Fitzroy, Melbourne, Victoria 3065, AU",-37.798909,144.980447,"Team building, Entertainment, Escape Room, Fun, Puzzles, Things to do, and Team bonding"
BMA Magazine,http://bmamag.com,,Entertainment,11-50 employees,"Civic Square, Australian Capital Territory",Sole Proprietorship,1992,"PO 713, Civic Square, Civic Square, Australian Capital Territory 2608, AU",-37.800469,145.28031,"Music and entertainment, Arts and theatre, and Comedy"
I AM FILM,http://www.iam.film,,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,2015,"Milsons Point, Sydney, NSW 1565, AU", , ,"Entertainment, Talent, Film, Cinema, Acting, Directing, Screen Writing, Producing, Art, Video, Media, VR, Technology, Fashion, and Advertising"
Next Level Agency - IBT,http://www.talent-bookings.com,,Entertainment,2-10 employees,"Melbourne, VIC",Sole Proprietorship,, ,-33.865757,151.209936, 
Sunshine Coast Function Centre, ,,Entertainment,2-10 employees,"Caloundra, QLD",Privately Held,2008,"19 West Terrace, Caloundra, QLD 4551, AU",-26.799982,153.121606,"Events, Weddings, Conferences, Dinners, Galas, Balls, Concerts, and Entertainment"
Beyond Audio Visual & Black Express Light & Sound,http://www.beyondav.com.au,61295546781,Entertainment,2-10 employees,,Privately Held,1986,"Sydney,   AU", , , 
Party Professionals Pty Ltd,http://Partyprofessionals.com.au,,Entertainment,11-50 employees,"Port Macquarie, New South Wales",Public Company,2007,"PO Box 6047, Port Macquarie, New South Wales 2444, AU",-31.463755,152.898783,"Wedding and Event Planning, Children's Entertainment and Parties, Dj's and MC's, Corporate Services, Amusement hire, and Mechanical Bull Hire"
CraigGriffin.Com,http://www.craiggriffin.com,,Entertainment,2-10 employees,"Brisbane, Queensland",Privately Held,2014,"Brisbane, Queensland  AU",-27.469309,153.026164,"Film, Television, Reality TV, Entertainment Industry, and Theatre"
X-Golf Macarthur,http://www.xgolf.com.au/locations/macarthur-new-south-wales/,(02) 46478897,Entertainment,2-10 employees,"Smeaton Grange, New South Wales",Privately Held,2017,"Dunn Rd, Smeaton Grange, New South Wales 2567, AU",-34.036701,150.757902, 
Collect Me Pty Ltd,http://www.collectme.com.au,,Entertainment,2-10 employees,"Canterbury, Vic",Privately Held,2009,"PO Box 36, Canterbury, Vic 3126, AU",-37.823268,145.075907,"Vending, Product Placement, Amusements, Games, Entertainment, and Casual Leasing"
STORÉON Studios,http://www.storeonstudios.com,,Entertainment,2-10 employees,,Privately Held,2019, ,-37.811452,144.900319, 
Straight Talk on Gay Watch,http://www.dreamaniac.com/,,Entertainment,11-50 employees,"Docklands, Victoria",Partnership,2020,"Docklands, Victoria 3008, AU",-37.817837,144.93955,"Entertainment, Talk Show, and Empowerment"
MJ Playgrounds Pty Ltd,http://www.mjplaygrounds.com.au,02 9986 2526,Entertainment,2-10 employees,"Belrose, New South Wales",Privately Held,2013, , , ,"Virtual Reality, Bumper Cars, Air Play, Interactive Projection, Custom Design, Podplay Playground, Mobile Playground, Softplay Toddler, Refurbishment, Relocation, Scheduled Cleaning & Maintenance, Family Entertainment, Play Centre, Early Learning Centre, Shopping Centre, Rock Climbing Wall, and Hexapod"
MobyDisc DJ & JukeBox/Karaoke Hire,http://www.mobydisc.com.au/why-mobydisc,,Entertainment,51-200 employees,"Sydney, New South Wales",Privately Held,,"Sydney, New South Wales 2141, AU",-33.868633,151.209421, 
Ultimate ESports, ,,Entertainment,2-10 employees,"Ashgrove, Queensland",Privately Held,,"Panorama St, Ashgrove, Queensland 4060, AU", , , 
Off-Piste Ski and Snowboard Simulators,https://www.offpiste.com/,,Entertainment,2-10 employees,"Moore Park, New South Wales",Privately Held,2017,"122 Lang Rd, Moore Park, New South Wales 2021, AU",-34.46317,149.6825,"snow, training, entertainment, and ski"
Shastram,http://www.shastram.com,,Entertainment,2-10 employees,"Perth, Western Australia",Privately Held,2010,"59 Parry St, Perth, Western Australia 6000, AU", , ,"Indian Classical Dance, Dance Videos, Theatre Productions, Multimedia Productions, Photography, and Design"
The Elegant Creations,http://www.theelegantcreations.com,,Entertainment,2-10 employees,"Parklea, New South Wales",Sole Proprietorship,2009,"109 Sentry Dr, Parklea, New South Wales 2768, AU", , ,"Events, Dance Training, Music Training, and Hindi Teaching"
GTE (GLOBAL TALENT ENTERPRISE),http://gte-agency.com,,Entertainment,2-10 employees,"Bundall, QLD",Privately Held,2015,"1 Corporate Ct, Level 9, Bundall, QLD 4217, AU",-27.998807,153.412438,"Entertainment, Film, Television, Sports, Fashion, Original Content, Music, Scriptwriting, Talent Agency, Talent Representation, Talent Management, and Literary"
Escape Hunt Sydney,https://sydney.escapehunt.com/,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2014,"Level 4, 393 George Street, Sydney, NSW 2000, AU",-33.869728,151.206713,"Attraction, Game, Team Building, Activity, Corporate Event, Party, Birthday Party, Escape Room, Escape Game, Entertainment, Events, Kids Party, Hens Night, Bucks Night, Puzzle Room, Party Venue, Unique Activity, and Tourist Attraction"
Vibe Sounds and Events,http://www.vibesoundsandevents.com.au,,Entertainment,2-10 employees,"Melbourne, Victoria",Self-Employed,2011,"PO BOX, Melbourne, Victoria 3000, AU",-37.813046,144.962398,"Disc Jockey (DJ), Master of Ceremonies (MC), Weddings, Corporate, Functions, Light Up Letters, Audio Equipment, Entertainment, and Melbourne"
team666,http://www.team666.com,,Entertainment,11-50 employees,"Sydney, NSW",Public Company,,"Bondi Beach, Sydney, NSW 2026, AU",-33.868633,151.209421,"Entertainment, Music, Video Games, and Sports"
The Mystery Puzzle,http://www.themysterypuzzle.com/,,Entertainment,11-50 employees,"Sydney, NSW",Privately Held,2014,"1/37 Blith Street, Sydney, NSW 2000, AU",-33.868633,151.209421,"Entertainment, Live Escape Rooms, Mystery Rooms for Entertainment, and Escape rooms"
Wedding DJs Australia,http://www.weddingdjs.com.au,,Entertainment,2-10 employees,"Broadway, New South Wales",Public Company,2001, ,-23.992438,134.050443,"Wedding DJs, Entertainment, Music, Weddings, Bands, Musicians, Entertainers, Live Music, and Functions"
Pro Event Services,http://www.proeventservices.com.au,,Entertainment,2-10 employees,,Privately Held,2003,"Melbourne,   AU",-37.825071,144.978682,"Event Risk Management Plans, Event Emergency Management Plans, Place of Public Entertainment Applications, and Safety Officers & Wardens"
Fuse Pyrotechnics,http://www.fusepyrotechnics.com.au,,Entertainment,2-10 employees,"Sippy Downs, QLD",Privately Held,2016,"PO Box 7714, Sippy Downs, QLD 4556, AU", , ,"Fireworks, Special Effects, Entertainment, Weddings, Festivals, Events, Pyrotechnics, Concerts, Corporate Events, Stage Pyrotechnics, Flames, Confetti, Outdoor Fireworks, Indoor Fireworks, Close Proximity Fireworks, CO2, Smoke & Fog, and Streamers"
Evolved Talent Agency Australia,https://evolvedtalent.com,,Entertainment,2-10 employees,"Adelaide, South Australia",Privately Held,2018,"Halifax St, Adelaide, South Australia 5000, AU",-34.929075,138.602578, 
System Sound,http://systemsound.com.au,(03) 9645 2600,Entertainment,11-50 employees,"Port Melbourne, VIC",Privately Held,1979,"5 Bayside Avenue, Port Melbourne, VIC 3207, AU", , , 
BONJOUR FRENCH FESTIVAL,https://www.bonjourfrenchfestival.com.au/,,Entertainment,2-10 employees,"Gold Coast, Queensland",Nonprofit,,"Bonjour Festival, Gold Coast, Queensland 4217, AU",-26.911126,152.757018,"Festival, French, Culture, French Culture, Food Festival, Music Festival, Entertainment, Art, Food, Cinema, Australia, Gold Coast, and France"
Piaowu Pty Ltd,http://www.piaowu.com.au,,Entertainment,11-50 employees,"Melbourne, VIC",Privately Held,2013,"Melbourne, VIC 3000, AU",-37.813046,144.962398,"entertainment, arts, performance, exhibition, shows, ticketing, media, marketing, chinese entertainment, chinese performance, and performance review"
Created By Clint,http://www.createdbyclint.com.au,,Entertainment,2-10 employees,"Cremorne, Melbourne",Self-Employed,2017,"6 Hill Street, Cremorne, Melbourne  3121, AU", , , 
StudiOzz,http://www.studiozz.com.au,,Entertainment,0-1 employees,"Shailer Park, QLD",Sole Proprietorship,2015,"Shailer Park, QLD 4128, AU",-27.65705,153.175083, 
PAUL REEVES,http://www.paulreeves.com,,Entertainment,0-1 employees,"BODYBUILDING, WRESTLING, and MODELING & ACTING!!!",Self-Employed,2005,"2000, AU",-33.868125,151.207973, 
Springfield and Orion Markets ,https://www.springfieldmarkets.com/,,Entertainment,11-50 employees,"Springfield Central, QLD",Self-Employed,,"Springfield Central, QLD 4300, AU",-27.643582,152.905509, 
Time's Up Escape Rooms,http://timesup-escape.com.au,0426 372 273,Entertainment,2-10 employees,"Perth, WA",Privately Held,2016,"24 Dundebar Road, Wanneroo, Perth, WA 6065, AU",-32.047741,115.995094,"Escape Rooms, Team Work, Entertainment, Team Building, and Group Experience"
GEX PLATFORM,https://www.gexplatform.com,,Entertainment, ,,,,"Level 13, 111 Elizabeth Street, Sydney, NSW 2000, AU", , , 
Hubdit,http://www.hubdit.com,,Entertainment,2-10 employees,"Brisbane, QLD",Privately Held,2016,"Brisbane, QLD 4000, AU",-27.469309,153.026164,Live Entertainment Management and Live Entertainment Promotion
4-D International,http://www.4di.com.au,,Entertainment,2-10 employees,"Mosman, NSW",Privately Held,1993,"143A Raglan Street, Mosman, NSW 2088, AU", , ,"Event Production, Tour Management, Marketing, Publicity and Promotion, and Sponsorship and Corporate Entertainment"
FORM IMAGINATION,http://www.njwdesigns.com.au,,Entertainment,11-50 employees,"Wendouree, Victoria",Privately Held,2016,"15 Caravan St, Wendouree, Victoria 3355, AU",-37.53339,143.810927,"Stage Design, Set Design, Manufacturing, Scenic Finishing, Carpenters, Designers, AutoCAD, and 3D Visualisations"
Zone 3 Laser Games,http://www.zone3tas.com.au,,Entertainment,11-50 employees,,Privately Held,1993, ,-34.966704,138.591459, 
The Style Group,http://www.philtweed.com,,Entertainment,2-10 employees,"Rutherford, NSW",Privately Held,2004,"Rutherford, NSW 2320, AU", , ,"music, entertainment, events, production, studio, producing, recording, arranging, and musical direction"
MrAristotle.com,http://www.mraristotle.com,,Entertainment,11-50 employees,"Sydney, New South Wales,",Partnership,2012,"Surry Hills,, Sydney, New South Wales,  AU",-33.885877,151.212781,"Experiences & Activities, Corporate Entertainment, E-Commerce, Commercial Partnerships, Loyalty & Rewards, Promotional Activations, Luxury Travel, Content Creation, Staff Incentives, Customer Engagement, and Consumer Promotions"
International Celebrity Cricket League (ICCL),https://www.icclcricketainment.com,,Entertainment,2-10 employees,"Melbourne, Victoria",Privately Held,2015,"Kurunjang, Melbourne, Victoria 3337, AU",-37.825071,144.978682, 
Suzie Steen Management,http://suziesteen.com.au,,Entertainment,11-50 employees,"Sydney, New South Wales",Privately Held,1998,"119 Willoughby Rd, Sydney, New South Wales 2065, AU", , ,"voiceover, acting, commercial, television, film, movies, producer, director, and coach"
DylanDrew Music,http://www.dylandrew.com,,Entertainment,2-10 employees,"Sydney, NSW",Partnership,2008, ,-33.863502,151.214303,"Live Music and Entertainment @ Hotels and Clubs, Live Music and Entertainment @ Corporate Events, Live Music and Entertainment @ Festivals, and Live Music and Entertainment touring Australia wide"
Puzzled Room Escape,http://www.puzzledroomescape.com.au,,Entertainment,2-10 employees,"Holland Park West, QLD",Public Company,2014,"2/1177 Logan Road, Holland Park West, QLD 4121, AU", , ,"Entertainment, Team building, Puzzle Games, room escape, and real-life"
Pot-Pourri,http://www.Pot-Pourri.com.au,,Entertainment,2-10 employees,,Privately Held,1987,"3006, AU", , ,"Entertainment, singing, music theatre, and opera"
Darlington Arts Festival,http://www.darlingtonartsfestival.com,,Entertainment,11-50 employees,"Darlington, Western Australia",Nonprofit,1963,"Pine Terrace, Darlington, Western Australia 6070, AU", , ,"Art, Live Music, Performers, Quick Flics, Paintings, Sculptures, Phototgraphy, Entertainment, Artisan Markets, Food, Wine Tent, and Performers"
The White Tree Creative,http://www.thewhitetree.com.au,+61 425 735 774,Entertainment,11-50 employees,"Surry Hills, New South Wales",Privately Held,2007,"13-29 Nichols St, 25, Surry Hills, New South Wales 2010, AU",-33.885877,151.212781,"Live Music, Photography, Film, Branded Content, Live Entertainment, Event Photography, Videography, Live Bands, Jazz Band, DJ, Cinematography, and Content Creation"
Platinum Cre8ive,http://www.platinumcre8ive.com,,Entertainment,2-10 employees,,Self-Employed,2016,"Melbourne,   AU",-37.825071,144.978682, 
Perspective Labs Creative,http://www.perspectivelabs.com.au,425380855,Entertainment,2-10 employees,,Sole Proprietorship,2008,"Waterloo,  2017, AU",-33.903029,151.207779,"Entertainment Lighting & Video Production Design, Entertainment Rigging Consultation, Entertainment Lighting & Video Technical Services, and Production Management"
Half-Monster Games PTY. LTD.,http://www.halfmonstergames.com,,Entertainment,2-10 employees,"Brisbane, Queensland",Privately Held,2016,"Brisbane, Queensland 4105, AU",-27.469309,153.026164,"Game Design, Custom Game Development, Social Games, Development Consultancy, Community, Engagement, and Outreach"
ESG Australia,http://www.esgaustralia.com.au,,Entertainment,51-200 employees,"Sydney, NSW",Privately Held,2013,"Sydney, Sydney, NSW 2000, AU",-33.873767,151.207139,Entertainment Management and Event Management
Chinatown Cinema,http://chinatowncinema.com.au,,Entertainment,11-50 employees,,Privately Held,1971,AU, , ,"Concert, Moive, Marketing, Meida, Ticketing, Event Organizing, and Entertainment"
The Fleming Agency Pty Ltd,http://theflemingagency.com.au,,Entertainment, ,"Pyrmont, New South Wales",,,"100 Harris St, Level 3, Pyrmont, New South Wales 2009, AU",-33.868509,151.193825, 
Southern Stars - The Arena Spectacular,http://www.southernarts.det.nsw.edu.au,,Entertainment,2-10 employees,"Albion Park, New South Wales",Educational Institution,2000,"120 Church St, Albion Park, New South Wales 2527, AU",-34.582284,150.775825,"Education, Performance, Showcase, Destination Wollongong, Public Schools, Public Education, TAFE NSW, UOW, Bluescope/WIN Community Partners, Wollongong City Council, and WIN Entertainment Centre"
Canberra Gang Show,http://www.canberragangshow.com.au,,Entertainment,51-200 employees,"ARANDA, ACT",Nonprofit,1966, , , ,Theatre Entertainment
Illegally Blonde,http://www.illegallyblonde.com.au,,Entertainment,2-10 employees,"Miranda, NSW",Self-Employed,2008,"4-10 Kumbardang Avenue, 1, Miranda, NSW 2228, AU",-34.031833,151.10243, 
All Access Australia,http://www.allaccess.net.au,,Entertainment,2-10 employees,"Ingleburn, NSW",Public Company,2009, ,-23.992438,134.050443,"Rental Staging, Set Construction, Versa Staging, and Television & Live Entertainment"
Mark Matthews Music,http://www.markmatthews.com.au,,Entertainment,0-1 employees,"Sydney, NSW",Self-Employed,2015,"220 Mona vale rd, Sydney, NSW 2075, AU", , ,"Event Entertainment, Wedding Entertainment, Corporate Entertainment, Saxophone, and DJ"
Nomads Bazaar,http://nomadsbazaar.com,,Entertainment,2-10 employees,"Sydney, NSW",Privately Held,2017,"Surry Hills, Sydney, NSW 2010, AU",-33.868633,151.209421,"video production, campaign strategy, marketing, digital content, documentary, filmmaking, television series, podcasts, creative services, journalism, scripted, unscripted, short film, culture, travel, entertainment, media, social media, and current affairs"
Castle Productions Australia,http://www.castleproductions.com.au/,,Entertainment,2-10 employees,"Five Dock, NSW",Public Company,2012,"40 East Street, Five Dock, NSW 2046, AU",-33.865276,151.129641,Dance Entertainment and Music Production
