Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
Affinity Accountants,http://www.affinityaccountants.com.au,,Accounting,11-50 employees,"Southbank, VICTORIA",Privately Held,2002, ,-38.157143,144.350556,"Accounting, Taxation, Consulting, and Sports and Entertainment"
MOR Accountants,http://www.mor.net.au,,Accounting,51-200 employees,"Ballarat, Victoria",Partnership,1987, ,-36.888427,149.91116,"Accounting, Finance, Taxation, Financial Planning, and Business Development"
BMO BUSINESS CENTRE,http://www.bmo.com.au,746623722,Accounting,51-200 employees,"Dalby, QLD",Partnership,1990,"178 Drayton St, Dalby, QLD 4405, AU",-27.196595,151.273961,"Accounting & Taxation, Financial Planning, Business Development, Loans & Leasing, Marketing & Communications, Human Resources, Conference Facilities, Succession Planning, Self Managed Super Funds, and Bookkeeping"
MKS Group Pty Ltd,http://www.mksgroup.com.au,,Accounting,11-50 employees,"MOONEE PONDS, VIC",Privately Held,2016,"Level 2, 12 Hall Street, MOONEE PONDS, VIC 3039, AU", , ,"Health Services, Franchising, Professional Services, Medical Practitioners, Building & Construction, Digital Agencies, Small Business Tax, IT & Web Developers, Bookkeeping, Payroll Services, Advisory & Business Coaching, and Virtual CFO"
Curve Accountants ,https://curveaccountants.com.au,03 9588 9000,Accounting,11-50 employees,"Moorabbin, Victoria",Privately Held,2018, ,-38.157143,144.350556, 
"Hall Consulting Group, Chartered Accountants & Business Advisers",http://www.hallconsulting.com.au,02 94114443,Accounting,11-50 employees,"Sydney, New South",Privately Held,1961,"Suite 4.02 Level 4, 9 Help street, Chatswood, Sydney, New South 2067, AU",-33.795483,151.179427,"Accounting & Bookkeeping, Start Up Business, Tax & Audit, Growth & Wealth Creation, Personal & Financial Security, Corporate Risk Compliance, Exit & Succession Planning, and Retirement Planning"
Qualita Business Accounting,http://qualitaaccounting.com.au,297346660,Accounting,2-10 employees,"Liverpool, New South Wales",Privately Held,2017, , , ,"Bookkeeping, Management Accounting, Virtual CFO, Outsource Finance Team, ASIC Agent, Tax Agent, Government Grants, Software Implementation - Xero, MYOB, Quick Books, and Business Loans"
BBB Partners,http://bbbpartners.com.au,,Accounting,11-50 employees,"South Melbourne, Victoria",Partnership,,"Level 8, 60 Albert Road, South Melbourne, Victoria 3205, AU",-37.834397,144.971122,"Accounting, Financial Planning, Insurance, and Finance"
Accountingpedia,http://www.theaccountingpedia.com,280051722,Accounting,11-50 employees,"Morrabbin, Victoria",Self-Employed,2019, , , , 
Halpin Partners Accountants,http://www.halpinpartners.com.au,,Accounting,11-50 employees,"Cairns, QLD",Privately Held,2003, ,-34.223853,150.592736,"Accounting, Business Advisory, Superannuation, Taxation, Payroll, and Bookkeeping"
creditte,http://www.creditte.com.au,1300 447 500,Accounting,0-1 employees,"Brisbane, Queensland",Privately Held,2020, , , , 
Standard Ledger,http://www.standardledger.co,,Accounting,11-50 employees,"Melbourne, Victoria",Privately Held,2014, ,-31.94942,115.857794,"Startup, Accounting, Financial Modeling, and Venture Capital"
Baskin Clarke Priest,http://www.baskinclarke.com.au,,Accounting,11-50 employees,"Bondi Junction, New South Wales",Privately Held,1985,"101 Grafton St, Bondi Junction, New South Wales 2022, AU",-33.891415,151.250815,"Income Tax, Financial Statements and Reporting, Self Managed Superannuation Funds, Family Office Services, Capital Gains Tax and Restructures, Small Business Capital Gains Tax Concessions, International Taxation, Investing in the US through Limited Partnerships and Limited Liability Companies, Family mediation, Business Migration, Due Diligence, Estate and Succession Planning, and Employee Share Schemes"
RMIT Accounting Students Association,http://rmitasa.com/,,Accounting,11-50 employees,"Melbourne, Victoria",Educational Institution,,"RMIT Academic Building, Melbourne, Victoria 3000, AU",-37.808239,144.962998, 
Fortunity Central Coast,http://www.fortunity.com.au,024304 8888,Accounting,11-50 employees,"Erina, NSW",Privately Held,2006,"155 The Entrance Rd, Erina, NSW 2250, AU",-33.438242,151.379355,"Accounting, Financial Planning, Business Advice, Auditing, Compliance Management, Investment Planning, and Retirement Planning"
AssetAccountant™,https://www.asset.accountant/,1300 984 378,Accounting,2-10 employees,"Brisbane, Queensland",Privately Held,2019,"48 Skyring Terrace, Brisbane, Queensland 4006, AU",-27.469309,153.026164,"Accounting, SaaS, Bookkeeping, AssetAccountant, Tax Preparation, Fixed Asset Manager, Fixed Asset Register, Depreciation, Fixed Asset Depreciation, Accounting Depreciation, Tax Depreciation, and Tax Compliance"
knp Solutions,http://www.knp.com.au,,Accounting,11-50 employees,"Armadale, Victoria",Privately Held,1972,"Level 1, 1121 High Street,, Armadale, Victoria 3143, AU",-37.85589,145.024664,"Taxation, Superannuation, Accounting & Management Services, Forensic Accounting, Leadership Support, and And Financial Services & Advice."
Nexis Accountants and Business Advisors,http://www.nexis.net.au,,Accounting,11-50 employees,"Belconnen, Australian Capital Territory",Partnership,2004, ,-36.759103,144.286122,Business Growth Strategies and Tax and Compliance
"EF Group, Chartered Accountants and Financial Advisers ",https://www.e-fgroup.com.au/,,Accounting,11-50 employees,"Sydney, NSW",Privately Held,1985,"Currency House, Level 13, 23 Hunter Street, Sydney, NSW 2000, AU",-33.901541,151.198098,"Cloud Based Management and Administration Reporting for SME's, Advising Senior Executives on appropriate Wealth Management Structures, and Specialist in Discretionary Trusts, Fixed Trusts,  Companies and DIY Super Funds"
Canny Group,http://www.cannygroup.com.au,352789500,Accounting,11-50 employees,"North Geelong, Victoria",Privately Held,1960,"33 Mackey St, E3, North Geelong, Victoria 3215, AU",-38.113728,144.351521,"Accounting, Taxation, Start-Ups & Structures, Software, Bookkeeping, Financial Planning, Superannuation, SMSF, Home & Property, Insurance, Investments, Money Management, Retirement, Legal, Wills & Estates, Corporate & Commercial, Employment, Property, Dispute Resolution, Litigation, and Conveyancing"
Accountants Direct,http://www.mrtaxrefund.com.au,,Accounting,51-200 employees,"Brisbane, Queensland",Privately Held,2011, ,-38.157143,144.350556,Tax Returns and Accounting
PKF New England North West,http://www.pkf-nenw.com.au,,Accounting,11-50 employees,"TAMWORTH, NSW",Public Company,, ,-32.925802,151.759809,"Tax & Accounting, Accounting and Finance, Auditing, Self Managed Superannuation, Consulting, Business Support, Cashflow forcasting, and Financial planning & Wealth creation"
Alliance Accounting Sydney,http://www.AllianceAccounting.com.au,1300 135 918,Accounting,2-10 employees,"LIVERPOOL, NSW",Privately Held,2010,"Suite 6, Level 1, Imagri Building, 173-179 Bigge Street, LIVERPOOL, NSW 2170, AU",-33.925883,150.914889,"Chartered Accountant, Tax, Accounting, and Business Services"
RBizz Solutions,https://www.rbizz.com.au,13-000-72499,Accounting,2-10 employees,"Melbourne, Victoria",Privately Held,,"Level 35, 600 Bourke St, Melbourne, Victoria 3000, AU",-37.816001,144.956314,"CFO Solutions, Business Advisory, Projects Management, Start-up Processes, Corporate Structuring, Expense Management, ERP Implementation, Budgeting & Forecasting, Group Consolidation, Transfer Pricing, Recruitment, Performance optimisation, Tax Agent Services, and Accounting"
Integra Restructuring & Insolvency,http://www.intri.com.au,(02) 9152 8702,Accounting,2-10 employees,"Sydney, New South Wales",Privately Held,2020,"Level 17, 9 Castlereagh Street, Sydney, New South Wales 2000, AU",-33.866665,151.209534,"insolvency, liquidation, restructuring, turnaround, recovery, cashflow, and accounting"
MRL Group Pty Ltd,http://mrlgroup.com.au,,Accounting, ,,,, ,-37.831937,144.992414, 
GeersSullivan Pty Ltd,http://www.gscpa.com.au,,Accounting,11-50 employees,"West Perth , WA",Privately Held,2003,"Level 4, 46 Colin Street, West Perth , WA 6005, AU",-31.950178,115.842173,"Financial Analysis, Business Valuation, Taxation Advice and Compliance, Succession Planning, Business Improvement, Self Managed Superannuation, Business Advisory, Property Taxation, Business Software, Accounting with Xero, Estate Planning, and Corporate Secretarial"
Equity Partners Accountants Advisers,http://www.equityca.com.au,,Accounting,11-50 employees,"BRADDON, ACT",Privately Held,2012,"Unit 126/24 Lonsdale Street, BRADDON, ACT 2612, AU",-35.272652,149.133099, 
Baumgartner Super,http://www.baumgartnersuper.com.au,1300047673,Accounting,11-50 employees,"Kew, Victoria",Privately Held,1994,"Level 1, 35 Cotham Road, Kew, Victoria  AU",-37.806972,145.033073,"SMSF Audits, Auditing, SMSF Technical Advice, Superannuation, SMSF, and SMSF Training"
SM Solvency Accountants,http://smsolvency.com.au/,07 3832 6816,Accounting,11-50 employees,"Brisbane, QLD",Privately Held,2015,"Level 10/144 Edward Street, Brisbane, QLD 4000, AU",-27.469862,153.027994, 
CSCG ,http://www.cscg.com.au,03 9974 8333,Accounting,11-50 employees,"Werribee, Victoria",Privately Held,1987,"108 Watton St, Werribee, Victoria 3030, AU",-37.903719,144.656562,"Accounting, Taxation, Lending, Finance, Financial Planning, Business Development, Business Forecasting, Budgeting, Lending, SMSF, Audit, Bookkeeping, Cloud, Investment Strategies, Retirement Strategies, Business Sucession, and Busines Start Up"
Rosenfeld Kant & Co,http://rosenfeldkant.com.au,,Accounting,11-50 employees,"Bondi Junction, NSW",Privately Held,1977,"Level 24, Tower 2/101 Grafton St, Bondi Junction, NSW 2022, AU",-33.891415,151.250815,"Accounting, Taxation, Audit, SMSF Administration, and Financial Planning"
3113 Consulting Pty Ltd,http://www.3113consulting.com.au,0414 829 082,Accounting,2-10 employees,,Privately Held,2016,"Australia, Australia,   AU",-23.992438,134.050443,"Finance Recruitment, Headhunting, Investment Opportunities, Mergers, Acquisitions, Talent Search, Recruitment, Hiring, and Accounting Recruitment"
Y Partners,http://www.ypartners.com.au,08 8110 6400,Accounting,11-50 employees,"Adelaide, South Australia",Privately Held,1988,"185 Victoria Sq, Adelaide, South Australia 5000, AU",-34.927386,138.598646,"Financial Planning, Tax and Tax Planning, Audit, Superannuation, Business Advisory, Bookkeeping, MYOB/Xero Training, CPA/CA Qualified, Xero Certified, Accounting, Compliance, ASIC, and Registered Tax Agent"
Maxim Advisors,http://www.maximaccounting.com.au/,,Accounting,11-50 employees,"Newcastle, New South Wales",Privately Held,1997,"Level 1, 45 Watt Street, Newcastle, New South Wales 2300, AU",-32.929385,151.784217,"Accounting, Business Advisory, Strategic Planning, Succession Planning, Wealth Management, and Financial Planning"
TJL Business Advisors & Accountants,http://www.tjlbiz.com.au,(02) 6554 9511,Accounting,11-50 employees,"Forster, NSW",Partnership,,"7/24-30 Wharf Street, Forster, NSW 2428, AU",-32.18047,152.509648,"Accounting, Financial Planning, Taxation, Paryoll Services & Bookkeeping, Budgeting & Cashflow Forecasts, Equipment Financing, Management Consulting, Business Sale & Acquisitions, Insurance, Business Advisory, and Audit and Assurance"
"Grant Thornton, Sydney", ,,Accounting,51-200 employees,,Privately Held,,AU, , , 
TAGGART & PARTNERS,http://www.taggartandpartners.com.au,,Accounting,2-10 employees,"East Brisbane, QLD",Privately Held,2007,"884 Stanley St East,, East Brisbane, QLD 4169, AU",-27.486983,153.04039,"Accounting Solutions, Asset Protection Strategies, Business Coaching, Business Structures, Profit Improvement Strategies, Superannuation & SMSF Advice, and Taxation Planning & Management"
RMG Partners Business Solutions,http://www.rmgpartners.com.au,,Accounting,11-50 employees,"SYDNEY, NSW",Partnership,2004, , , ,"Accounting, Insolvency and Reconstruction, Forensic Accounting, Business Growth, Taxation, Business Advisory, Construction industry cash flow management and debt recovery, and Business Valuations"
Pherrus Financial Services,https://www.pherrus.com.au/,02 8883 3352,Accounting,51-200 employees,"Bella Vista, New South Wales",Privately Held,2012,"29-31 Lexington Dr, Suite 404-406, Bella Vista, New South Wales 2153, AU", , , 
Pears Chartered Accountants,http://www.pearsca.com.au,612 9890 3999,Accounting,11-50 employees,"North Parramatta, NSW",Privately Held,1999,"Suite 3, Ground Floor, 24 Ross Street, North Parramatta, NSW 2151, AU", , , 
HMA Tax,http://www.hmatax.co.uk,01384 904040,Accounting,11-50 employees,,Privately Held,2015, , , ,"Embedded Capital Allowances, Tax Refunds, and Holiday Home Tax Refunds"
Lucent Advisory Pty Ltd,http://lucentadvisory.com.au/,,Accounting,11-50 employees,"Adelaide, SA",Public Company,2005,"Level 1 / 422 King William Street, Adelaide, SA 5000, AU",-34.93508,138.600883,"Accountant, Management Accountant, Financial Accountant, Management Reporting, Year-end Accounts Preparation, CFO Advisory, Tax, Budgets / Forecasting, Xero / MYOB Specialists, Customised Service, Payroll Management, Debtor Management, Bookkeeping, Creditor Management, BAS, HR, Human Resource Management, HR Advisory, Performance Management, HR Manager, and HR Advice"
EGA Corporate Advisers Pty Ltd,http://www.ega.com.au,,Accounting,11-50 employees,"Melbourne, VIC",Privately Held,,"Level 12, 468 St Kilda Road, Melbourne, VIC 3004, AU",-37.840992,144.976805, 
Abound,http://aboundgroup.com.au,390714000,Accounting,11-50 employees,"Melbourne, Victoria",Privately Held,2007,"Level 4 114 William Street Melbourne, Melbourne, Victoria 3000, AU", , ,"Accounting, Taxation Advice, Lifestyle & Financial Planning, Acquisitions & Sales, Tax returns, and Advisory"
Daniels Recruitment,http://www.danielsrecruitment.com.au,,Accounting,0-1 employees,"New Lambton, New South Wales",Public Company,,"50 Regent St, Suite 4, New Lambton, New South Wales 2305, AU",-32.924106,151.712817, 
Change Accountants & Advisors,http://www.changeaccountants.com.au/,,Accounting,11-50 employees,"Brisbane, QLD",Public Company,2011,"Level 13, 40 Creek Street, Brisbane, QLD 4000, AU", , ,"Accounting, Wealth Creation, and Financial Planning"
BSA Partnership Pty Ltd,http://www.bsapartnership.com.au,,Accounting,11-50 employees,"Melbourne, Vic",Privately Held,1997,"Level 15, 461 Bourke Street, Melbourne, Vic 3000, AU",-37.815344,144.96015,"Business Consulting, Due Diligence, Compliance, and Information Systems"
Stanley & Williamson,http://www.stanleywilliamson.com.au/,,Accounting,11-50 employees,"Kirribilli, New South Wales",Partnership,1980,"Level 1, 34 Burton Steet, Kirribilli, New South Wales 2061, AU",-33.847919,151.215516,"Tax & Accounting, Business Advisory, International Business & Accounting, and Audit & Reporting"
Cadence Accountants + Advisors,http://cadence.com.au/,,Accounting,2-10 employees,"Hawthorn East, Vic",Privately Held,1998,"Level 5, 697 Burke Rd, Hawthorn East, Vic 3123, AU",-37.832032,145.056326,"Accounting, Taxation, Business Advisory, and Financial Planning"
OPTIMA PARTNERS - Perth,http://optimapartners.com.au/,,Accounting,11-50 employees,"Osborne Park, WA",Privately Held,2006,"Suite 3, 128 Main Street, Osborne Park, WA 6017, AU", , ,"Taxation Services, Audit, Superannuation, Corporate Compliance, Business Advisory, and Financial Planning"
ATB Chartered Accountants and Business Mentors,http://www.atb.net.au,02 96871042,Accounting,11-50 employees,"Parramatta, NSW",Privately Held,1994,"Suite 4 Level 3, 20 Charles Street, Parramatta, NSW 2150, AU",-33.816156,151.009227,"Accountants, Taxation advisory, Business advisors, Cloud accounting, Self managed super funds, Business structure & improvement, Financial planning & business planning, Tradesmen financial advisory, and Estate planning"
