Company Name,Website,Phone,Industry,Company Size,HQ,Type,Founded,Location,Latitude,Longitude,Specialities
R.A.N Document Control Solutions & Services,tel:0420851135,,Cosmetics,0-1 employees,"Sunshine Coast , QLD",Self-Employed,2020,"Sunshine Coast , QLD 4551, AU",-26.65682,153.07955, 
Yen Body ,https://www.yenbody.com,,Cosmetics,2-10 employees,"Gold Coast, Queensland",Public Company,2018,"42 Bundall Rd, Suite 3, Gold Coast, Queensland 4217, AU",-28.017366,153.42725, 
Ivory Blonde Pty. Ltd.,http://www.bodytreats.com.au,,Cosmetics,2-10 employees,,Privately Held,,"2204, AU",-33.911259,151.155552, 
Mint Skin ,http://www.mintskin.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2016,"140/804 Bourke Street, Sydney, NSW 2017, AU",-33.868633,151.209421, 
Danielle Hampton,http://www.daniellehampton.com.au,,Cosmetics,2-10 employees,"Lithgow, NSW",Self-Employed,2007,"PO Box 260, Lithgow, NSW 2790, AU",-33.485129,150.15933,"Bridal, photography, beauty, fashion, and modelling"
Salon Support,http://salonsupport.com.au,,Cosmetics, ,,,, ,-30.958291,148.387257, 
Eternal Beauty Pty.Ltd.,http://www.eternalbeauty.com.au,,Cosmetics,2-10 employees,,Privately Held,,"3162, AU",-37.89138,145.025362, 
Samson & Charlie,http://www.samsonandcharlie.com.au,1300 472 676,Cosmetics,2-10 employees,"Southbank, Victoria",Privately Held,2017,"60 City Rd, Southbank, Victoria 3006, AU",-37.821271,144.96607,"beauty, Skincare, Natural Skincare, small business, cosmetics, small batch manufacturer, and skincare manufacturer"
Salon Cosmetics Australia,http://www.saloncosmetics.com.au,1800536326,Cosmetics,2-10 employees,"Airport West, Victoria",Privately Held,,"2 Halsey Rd, Airport West, Victoria 3042, AU",-37.719502,144.891543,"Hair, Beauty, Cosmetics, Distribution, Sales, Skin, Makeup, Training, Warehousing, and Logistics"
Black Magic Tan,http://spraytanning.com.au,,Cosmetics, ,"Baulkham Hills, New South Wales",,, ,-37.969532,145.019696, 
Jindilli Australia,http://jindilli.com.au,,Cosmetics,2-10 employees,"Thornleigh, NSW",Privately Held,2014,"Unit 6/3 Central Avenue, Thornleigh, NSW 2120, AU",-33.729674,151.080901,"Skin Care, Cosmetics, Spa Products, Wholesale, and Retail"
Nature Within,http://www.naturewithin.com.au,,Cosmetics,0-1 employees,"Ashmore, Queensland",Privately Held,2007, ,-37.843417,144.788756, 
The Barber Club,http://thebarberclub.com.au,,Cosmetics, ,,,, ,-37.817918,144.99439, 
Nature's Beauty Secrets, ,,Cosmetics, ,"Ferntree Gully, Victoria",,, ,-37.81969,145.008403, 
StayX,http://www.stayx.co,,Cosmetics,2-10 employees,"Revesby, NSW",Privately Held,2019,"Revesby, NSW 2212, AU",-33.936114,151.008696,"online retail, social media, retail, consumer goods, e-Commerce, online marketing, advertising, and hair care"
Cosmetiko,https://itunes.apple.com/gw/app/cosmetiko/id1017284859?mt=8,,Cosmetics,2-10 employees,"Melbourne, Victoria",Partnership,2015,"100 Elizabeth St, Melbourne, Victoria 3000, AU",-37.81584,144.964604,"Skin Care, Customised Apps, Injectables, Anti-Wrinkle, Dermal Fillers, Dermal Therapies, Laser, and Cosmetic Surgery"
KUKUI, ,,Cosmetics,2-10 employees,,Self-Employed,, , , , 
KISANII,http://www.kisanii.co,,Cosmetics,2-10 employees,"SHENTON PARK, WA",Privately Held,,"PO BOX 7044, SHENTON PARK, WA 6008, AU",-31.95301,115.813916,Beauty and Cosmetics
RAWKANVAS,http://www.rawkanvas.com,,Cosmetics,2-10 employees,"Brisbane, QLD",Public Company,2017,"Brisbane, QLD  AU",-27.469309,153.026164,"Skincare, Skin Type, Skin Sensitivities, Beauty, and Natural Beauty"
Foile,http://www.foile.com.au,,Cosmetics,2-10 employees,"Bondi, New South Wales",Privately Held,,"1 Denham St, Bondi, New South Wales 2026, AU",-33.896043,151.268524, 
Natralus Australia,http://www.natralus.com.au,+61 8 8382 3000,Cosmetics,11-50 employees,"Lonsdale, South Australia",Public Company,2011,"34 Donegal Rd, Lonsdale, South Australia 5160, AU",-35.120958,138.493201,"Paw Paw Ointment, Natural Organic Products, Cosmetics, and Handsanitisers"
Recreation Beauty,https://www.recreationbeauty.com,,Cosmetics,2-10 employees,"Bondi Beach, NSW",Privately Held,2019,"Bondi Beach, NSW 2026, AU",-33.889485,151.272308, 
Infamous Gentleman,http://www.infamousgentleman.co/,,Cosmetics,2-10 employees,"Narrabundah, ACT",Privately Held,2014, ,-33.466093,151.152771,"Beard Oil, Beard Balm, Beard Soap, and Cosmetics"
Fronis Hair is a creative hair agency offering services both to trade and the beauty industry ,http://www.fronishair.com,,Cosmetics,2-10 employees,"Brisbane, QLD",Privately Held,2014,"Brisbane, QLD 4006, AU",-27.469309,153.026164,"Creative Hair Education, Stylists tools and accessories, Customised  Clip-in pieces, Editorial Styling, and consultancy"
Malouf Group Pharmacies, ,,Cosmetics, ,"New Farm, Queensland",,, ,-27.320479,153.069338, 
Advanced Dental Services-Kiama,http://www.advanceddentalservices.com.au,242323346,Cosmetics,11-50 employees,"Kiama, New South Wales",Public Company,, ,-34.966522,138.582142,"Cosmetic Dentistry, General Dental, Dental Implants, Veneers, Dental All on 4 Implants, Family Dentistry, Teeth Whitening, Invisalign, Snap on Smiles, Crowns & Bridges, White Fillings, Tooth Jewellery, Digital Xrays, Cone Beam Ct 3d scans, Fissure Sealing, Dentures, Sport Mouth Guards, Periodontal Treatments, Hygienist treatments, Dental Implants and All on 4 implants, Orthodontics – Braces & Lingual Braces (invisible), PinHole gum recession regeneration, VELscope Cancer Check, Wisdom Teeth Removal, Happy Gas and IV sedation, TMD, Clenching & Night guards, Botox, Sleep Apnoea, and Root Canal Treatments"
Pikir Keris, ,,Cosmetics,"5,001-10,000 employees",,Self-Employed,2000,"., ., . 74643, AU", , , 
Executive Hair Mooloolaba,http://www.executive-hair.com,,Cosmetics,2-10 employees,"Mooloolaba, Queensland",Public Company,,"9/11 Mooloolaba Esplanade & Burnett Steet, Mooloolaba, Queensland 4557, AU",-26.681069,153.120273,"Hair Extensions, Make-up, Bridal Hair, Manicure- Pedicure, Acrylic Nails, Brazilian Keratin Reconstruction, Beauty Treatments, Eyelash Extensions, and Ladies - Mens Stylecuts"
Vogue Image Group,http://vogueimage.com.au,03 9821 0033,Cosmetics,11-50 employees,"Malvern, Victoria",Privately Held,,"68 Milton Parade, Malvern, Victoria 3144, AU",-37.849412,145.040889, 
Korean Cosmetics Australia,http://koreancosmetics.com.au,,Cosmetics, ,,,, ,-37.800587,144.899731, 
Utopian Cosmetics,http://www.utopiancosmetics.com.au,,Cosmetics,2-10 employees,"Perth, WA",Privately Held,2011,"Suite 19/10 Johnston Street, Peppermint Grove, Perth, WA 6011, AU",-32.003593,115.761139,"Dermal Fillers, Wrinkle Relaxers, Injection Lipolysis, Hair Loss Treatment, Chronic Migraine Treatment, Lip Enhancement and Contouring, Hyperhidrosis (Underarm sweating), and Bruxism (Teeth grinding)"
GlowByBeca,http://www.glowbybeca.com,,Cosmetics,2-10 employees,"Paddington, NSW",Public Company,2014,"34 Oxford Street, Paddington, NSW 2021, AU",-33.881853,151.220172, 
Winkbar, ,,Cosmetics,2-10 employees,,Privately Held,, , , , 
Alison Jade Cosmetics,https://www.alisonjade.com.au/,(08) 9385 5539,Cosmetics,11-50 employees,"Cottesloe, Western Australia",Privately Held,2007, ,-33.27679,151.40207, 
dunkle,http://www.dunkleauthentic.com,,Cosmetics,0-1 employees,"Fortitude Valley, Queensland",Sole Proprietorship,2013,"Studio 5, 22 McLachlan Street, California Lane, Fortitude Valley, Queensland 4006, AU",-27.450076,153.034298,makeup and skincare
Yon-Ka Australia,http://www.yonka.com.au,,Cosmetics,2-10 employees,"Elwood, Victoria",Privately Held,1954, ,-14.749613,132.24638, 
Brenwood Skin Renewal Centre Pty Ltd,http://www.brenwoodskin.com.au,,Cosmetics,2-10 employees,"Adamstown, New South Wales",Privately Held,,"289 Brunker Rd, Shop 6a, Adamstown, New South Wales 2289, AU",-32.935889,151.725929, 
The Makeup Factory,http://themakeupfactory.com.au,,Cosmetics, ,,,, ,-33.73084,151.292165, 
Breezie Skincare (Australia),http://www.breezie.com.au,,Cosmetics,2-10 employees,"Canberra, ACT",Privately Held,2017,"490 northbourne avenue, Canberra, ACT 2602, AU",-35.280901,149.129269,"SKINCARE, ANTI-POLLUTION Skincare, Branding, Chairity, Online, Pharmacies , and Alibaba"
Biotyspa,https://www.biotyspa.com/,,Cosmetics,2-10 employees,"Bondi, NSW",Public Company,2016,"23A Curlewis street, Bondi, NSW 2026, AU",-33.893955,151.263686,"massage, beauty, organic, natural beauty, vegan, cosmetics, and skincare"
Mermaid Cosmetics Box,http://www.mermaidcosmeticsbox.com.au,,Cosmetics,2-10 employees,"Maidstone, VIC",Privately Held,2018,"19 C Alma Street, Maidstone, VIC 3012, AU",-37.783034,144.871196,"beauty, organic beauty, vegan, subscription box, morning routine, cruel free, vegan cosmetics, cosmetics subscription box, beauty box, organic, startup, skincare, and skincare subscription box"
Leading Cosmetic Clinics of Australia, ,,Cosmetics,11-50 employees,,Privately Held,, , , , 
In Practice Skincare,http://www.inpracticeskincare.com.au,,Cosmetics,11-50 employees,"Newcastle, NSW",Privately Held,2020,"Newcastle, NSW  AU",-32.9278,151.782607, 
Colorescience Australia,http://bit.ly/2EMYD42,,Cosmetics, ,,,,"Keysborough Clos, Keysborough, Victoria 3173, AU",-38.005867,145.167886, 
Australian Salon Professional Pty Ltd, ,,Cosmetics, ,"Burleigh Heads, Queensland",,,"40 Township Dr, 40, Burleigh Heads, Queensland 4220, AU",-28.089849,153.4567, 
Glitoris,http://glitoris.com.au,,Cosmetics,2-10 employees,"Melbourne, VIC",Sole Proprietorship,2014,"Brunswick Street, Fitzroy, Collingwood, Melbourne, VIC 3065, AU",-37.80105,144.979131,"Glitter, festival makeup, live art, installation design, and Cosmetics"
Diva Creations - Makeup & Hair, ,,Cosmetics,0-1 employees,,Self-Employed,, , , , 
Smartcuts Hairdressing, ,,Cosmetics, ,"St Agnes, South Australia",,, ,-31.957578,115.8689, 
GO BARE,http://www.gobare.com.au,,Cosmetics,2-10 employees,,Privately Held,2018,"Sydney,   AU",-33.868633,151.209421, 
Paula's Place,http://paulasplace.com.au,,Cosmetics, ,"Miami, Queensland",,, ,-33.927382,151.19879, 
Olivolio,http://www.olivolio.com.au,,Cosmetics,2-10 employees,"Wetherill Park, NSW",Privately Held,,"PO BOX 3300, Wetherill Park, NSW 2164, AU",-33.845323,150.918619, 
"RASP Skin & Body Care | Made by the Sea, Bass Strait, Australia",https://raspbody.aus.com.au,,Cosmetics,2-10 employees,"Mornington Peninsula, Victoria",Privately Held,2018,"Mornington Peninsula, Victoria  3943, AU",-37.014348,143.480452,"handmade soaps, hand & body washes, and clay masks"
Eyelash Retreat,http://www.eyelashretreat.com.au,,Cosmetics,0-1 employees,"Sydney, nsw",Self-Employed,, ,-34.365938,150.111354, 
SKIN FACTORS PTY LTD,http://skinfactors.com.au,,Cosmetics,2-10 employees,,Privately Held,,AU, , ,"AHAVA, CLINERAL, CHRISTINA COSMECEUTICALS, BABÉ LABORATORIES, and ANNA LOTAN."
Pure Indulgence Beauty Salon,http://pureindulgence.com.au,,Cosmetics,2-10 employees,"Broadbeach, QLD",,, ,-36.91903,144.70613, 
Melissa Sassine,https://www.melissasassine.com,,Cosmetics,2-10 employees,,Privately Held,,"Sydney,   AU",-33.868633,151.209421, 
Doctor Eckstein BioKosmetik Australia,http://www.eckstein.com.au,,Cosmetics,2-10 employees,"Macquarie Park, New South Wales",Privately Held,2004,"32 Delhi Rd, Unit 3.09, Macquarie Park, New South Wales 2113, AU",-33.780703,151.127921, 
Bella Face Medi Spa,https://www.bellaface.com.au/,(02) 4929 7911,Cosmetics,2-10 employees,"Newcastle, New South Wales",Privately Held,,"3a/5 Honeysuckle Drive, Newcastle, New South Wales 2300, AU",-32.925216,151.770052, 
Biozenthi Pty Ltd,https://biozenthi.com.au,,Cosmetics,11-50 employees,"Melbourne, Victoria",Privately Held,2018,"GPO BOX 3387, Melbourne, Victoria 3001, AU",-37.825071,144.978682,"Cosmetics, Shampoo, and Sunscreen"
Lush Beauty,http://lush-beauty.com.au,,Cosmetics, ,"West Perth, Western Australia",,, ,-33.795748,151.122841, 
SalonQuip,http://salonquip.com.au,397672777,Cosmetics,2-10 employees,"Dandenong, Victoria",Privately Held,,"16 Kitchen Rd, Dandenong, Victoria 3175, AU",-38.022949,145.224608,"salons, beauty, cosmetics, wholesale, salon equipment, beauty equipment, spas, beauty spas, salon supplies, nails, wax products, exclusive imports, Australian products, service, attractive pricing, beauty supplies, salon products, beauty products, salon furniture, and spa products"
Bayside Skin and Laserclinic, ,,Cosmetics, ,,,, ,-30.513826,151.661667, 
La Beach,http://www.labeachbeauty.com,,Cosmetics,2-10 employees,"Brisbane, QLD",Sole Proprietorship,2019,"Brisbane, QLD 4000, AU",-27.469309,153.026164, 
Skinsational, ,,Cosmetics, ,,,, , , , 
APAN ,https://apanetwork.com/,+61 (07) 5593 0360,Cosmetics,201-500 employees,"Gold Coast, Queensland",Self-Employed,2009,"Gold Coast, Queensland 4226, AU",-28.017366,153.42725,"beauty, aesthetician, beauty therapist, aesthetic regualtions, and online beauty industry"
Charming Woods,http://www.charmingwoods.com,,Cosmetics,11-50 employees,"Hallam, Victoria",Privately Held,2015,"6/8-14 Melverton Drive, Hallam, Victoria 3803, AU",-38.008735,145.274349,"Natural Skin Care, Natural Cosmetics, and Spa Treatments"
United Brands Australia,tel:1300 55 29 24,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2008,"Unit 15, 59 - 63 Captain Cook Road , Caringbah, Sydney, NSW 2229, AU",-34.036615,151.12448,"Beauty , Cosmetics, Skin Care, Importing, and Wholesale"
Reva International,http://revainternational.com.au,,Cosmetics, ,"Thomastown, Victoria",,, ,-16.7172,125.0785, 
Jammy, ,,Cosmetics,2-10 employees,"Sydney, NSW",Privately Held,2017,"Jammy HQ, Sydney, NSW 2000, AU",-33.867262,151.206487,Soap and Skincare
Dermagen Clinic,http://dermagen.com.au,02 9747 5444,Cosmetics,2-10 employees,"Burwood, New South Wales",Privately Held,2000,"20 Burwood Rd, Burwood, New South Wales 2134, AU",-33.877938,151.103664,"dermalbeautytherapy, facials, laserhairremoval, anti-ageing, facialtreatment, bodyshaping, skincare, and cosmeticmedical"
Cosmetique Solutions,http://cosmetiquesolutions.com,,Cosmetics, ,"Mermaid Beach, Queensland",,,"Suite 9, 5 Markeri St, Mermaid Beach, Queensland 4218, AU",-28.048665,153.435052, 
Refresh Cosmetic Clinic,http://refreshcosmeticclinic.com.au,,Cosmetics, ,,,, ,-38.149949,144.356358, 
ishga Australia,https://ishga.com.au,,Cosmetics,2-10 employees,"Sydney, Australia",Privately Held,,"Dalkeith WA 6009, Sydney, Australia  5182, AU",-41.434374,147.185541,"Organic Skincare, Seaweed, Seaweed Natural Organic Beauty Face Products, Seaweed Natural Organic Beauty Body Products, Organic Seaweed Conditioner, and Organic Shampoo"
Hot Tresses,http://www.hottress.es,,Cosmetics,2-10 employees,"PARADISE POINT, QLD",Privately Held,2015,"PO Box 884, Hope Island, PARADISE POINT, QLD 4216, AU",-27.876826,153.402453,"Retail, Haircare, Vegan, and Highly Organic"
Australian College of Beauty Therapy,http://acbt.com.au,,Cosmetics, ,"Perth, Western Australia",,, ,-37.816563,144.966309, 
Laser HRH,http://www.laserhairtreatments.com.au,,Cosmetics,2-10 employees,"Mount Hawthorn, Western Australia",Sole Proprietorship,2011,"Unit 9, No 17 Green Street, Mount Hawthorn, Western Australia 6016, AU",-31.91441,115.84407,"hair removal, skin rejuvenations, Acne treatments, and Thermage' treatments of fat"
Faceted (Beauty) Design,http://www.facetedbeauty.com,,Cosmetics,2-10 employees,"Sydney, Au, New South Wales",Privately Held,2013,"TBA, Sydney, Au, New South Wales 2000, AU",-33.853595,151.039248,"Beauty, Eyebrows, Cosmetics, and Skincare"
Little Bairn,https://littlebairn.com.au/,,Cosmetics,2-10 employees,,Privately Held,2013,"Sydney,   AU",-33.868633,151.209421, 
Beauty At Shine,http://beautyatshine.com.au,,Cosmetics, ,"Rosebery, New South Wales",,, ,-37.96623,145.17506, 
Kubu Mindful Skincare,https://thekubuexperience.com,+61 (0)8 6248 5072,Cosmetics,2-10 employees,"Perth, Western Australia",Privately Held,2019,"Perth, Western Australia 6000, AU",-31.956035,115.847023, 
The Make Up Artist Melbourne by Kate, ,,Cosmetics, ,,,,"Melbourne, Victoria 3000, AU",-37.813046,144.962398, 
Natural Compatibles Pty Ltd,http://www.naturalcompatibles.com.au,,Cosmetics,2-10 employees,"Port Melbourne, VIC",Sole Proprietorship,1991,"55 Rouse Street, Port Melbourne, VIC 3207, AU", , ,"Mineral and organic makeup, Feature FocussingTM, personal colour consultation, and Australian owned and made"
Green Signal Group, ,,Cosmetics,11-50 employees,"Sydney, New South Wales",Sole Proprietorship,2012,"307 Pitt St, Sydney, New South Wales 2000, AU",-33.873615,151.207771,"Beauty, Cosmetics, and Skincare"
The Facial Room,http://thefacialroom.com.au,,Cosmetics, ,"Bondi Beach, New South Wales",,, ,-28.073753,153.433488, 
MetaScent,http://metascent.com,396621747,Cosmetics,2-10 employees,,Partnership,2018,"Shop 9/271 Collins St, Melbourne,  3000, AU",-37.816905,144.965048, 
Karen Bowen Dermal Therapist,https://karenbowen.com.au,,Cosmetics,2-10 employees,"Applecross, WA",Privately Held,1983,"4/4 Sleat Rd, Applecross, WA 6153, AU",-32.01288,115.84687, 
Charlene De Ornelas - Eyebrow Specialist Perth,http://www.charlenedeornelas.com/,,Cosmetics,2-10 employees,"Applecross, WA",Self-Employed,,"30 Kearns Crescent, Applecross, WA 6153, AU",-32.014095,115.836352,"Eyebrow Reshaping/Sculpting, Eyebrow Tinting, Eyelash Tinting, Facial Waxing, and Youngblood Mineral Cosmetics"
Ex-Import Niche Products,http://belmacil.com,,Cosmetics, ,,,, , , , 
Fadi's Hair,http://fadishair.com.au,,Cosmetics, ,,,, ,-33.887599,151.271564, 
Define by Jill,http://www.definebyjill.com,,Cosmetics,2-10 employees,"Windsor, NSW",Privately Held,2017,"Shop 1 34-36 Maquarie Street, Windsor, NSW 2756, AU",-33.611257,150.818057, 
Clean Slate Skin Care,https://www.cleanslateskincare.com/,,Cosmetics,2-10 employees,"Perth, WA",Public Company,2013,"Perth, WA  AU",-31.960773,115.834088,"skincare formulation, natural skincare alternatives, cosmetic chemistry, educational workshops, perfumery , custom scent creation, and aromatherapy"
Gernetic, ,,Cosmetics, ,"Allambie, New South Wales",,, , , , 
Eye Beautify,http://www.eyebeautify.com.au,,Cosmetics,2-10 employees,"Sydney, NSW",Partnership,2016,"4a/ 79 Oxford St, Sydney, NSW 2022, AU",-33.868633,151.209421,"Eyelash Extensions, Lash Lift, and Brows"
aliangé Skincare,https://aliange.com.au/,1300247043,Cosmetics,2-10 employees,"Maroochydore, Queensland",Privately Held,,"49 The Esplanade, Maroochydore, Queensland 4558, AU",-26.654868,153.09522, 
Willow by the Sea,https://willowbythesea.com/,,Cosmetics,2-10 employees,"New Lambton, New South Wales",Privately Held,2018,"Clarence Rd, New Lambton, New South Wales 2305, AU",-32.926505,151.711979, 
Spa Mosman,https://www.spamosman.com.au/,299693994,Cosmetics,2-10 employees,"Mosman, New South Wales",Partnership,2015,"3/8 Spit Rd, Mosman, New South Wales 2088, AU",-33.824242,151.240736,"Eyelash Extensions, Eyebrows, Facial, Teeth Whitening, Eyebrow Microblading, Massage, Spray Tanning, Eyebrow Tint, Waxing, and Lash Lift"
